Symbol,Current_Price,Buy_Signal_Strength,Sell_Signal_Strength,RSI,Z_Score,BB_Position,Volume_Ratio,Price_Change_5d,Price_Change_20d,Price_vs_SMA50,Price_vs_SMA200
ADBE,391.67999267578125,0.5833333333333334,0.09999999999999999,36.93487460252947,-3.440712491738371,-0.36017812293459284,3.151069871781557,-6.053923999579847,-3.2148087887366783,1.6098057958987555,-13.50886462064893
TMUS,228.0,0.5666666666666667,0.0,29.225358496860608,-2.3109084384017007,-0.07772710960042473,1.07079422086995,-7.264296984468322,-4.712884122034422,-7.168171130414091,-2.3550888887050037
ADP,306.82000732421875,0.55,0.03333333333333333,27.252988739575144,-2.2507033435637913,-0.06267583589094657,1.3113988427307404,-5.647604636330639,-2.3735820134493824,0.32294221243589494,4.052255221290824
ISRG,512.1799926757812,0.4833333333333334,0.03333333333333333,33.11109470108552,-2.0634887591192217,-0.015872189779805156,1.33473623681337,-8.059887814432443,-8.584999304982732,-2.231955943011532,-2.7723504866506876
LULU,239.11000061035156,0.45,0.03333333333333333,22.911146532273932,-1.881159567565758,0.02971010810856058,1.2788485376513172,-9.86164643071329,-25.03448488334078,-15.744273253179465,-25.21455717216332
CDW,170.4199981689453,0.4166666666666667,0.0,33.44614612706435,-2.006529840105069,-0.0016324600262666905,1.0700109302191796,-4.387346882413934,-9.24862231308392,1.0099525595373526,-8.341889370986388
DXCM,81.98999786376953,0.3833333333333333,0.049999999999999996,41.0128263034452,-2.31761231037283,-0.07940307759320737,1.0913566328447952,-5.399792781872548,-4.295553150262299,5.446049654709184,7.021671083659986
MAR,254.99000549316406,0.3833333333333333,0.03333333333333333,46.833366199679276,-2.036850330013868,-0.009212582503467662,1.4359631003144768,-4.005571356422055,-5.828625147320421,2.8134310993201517,-2.3268658841795187
CCL,22.40999984741211,0.3,0.11666666666666665,51.355929682908425,-1.3751174933369825,0.15622062666575456,1.8027844139532256,-7.701815429774417,-2.5652180547299563,8.138624957827535,1.4571152116188646
ADSK,292.1600036621094,0.3,0.0,43.86301723733033,-2.2450813421688904,-0.06127033554222492,0.6862346087727718,-1.913644655130653,-1.2238809696826891,4.036248917084517,2.787066168281016
CRM,258.3999938964844,0.3,0.0,36.1638099322284,-1.491268002903552,0.12718299927411175,0.8793715620803209,-5.868644237379639,-11.129458929109715,-3.336466210584643,-12.540332781001585
CTSH,78.94999694824219,0.3,0.0,48.914395958277105,-2.0351896697969276,-0.00879741744923008,0.7805394640133404,-1.6567038506204779,-2.5913674176296753,3.592340228478208,1.2197882450272202
LCID,2.0999999046325684,0.2833333333333334,0.0,24.444445033132226,-1.1031067518616082,0.22422331203459797,0.7059771054364279,-2.3255901635817477,-21.933090707720282,-13.842623353247452,-22.63840252637155
COIN,242.7100067138672,0.26666666666666666,0.049999999999999996,37.169034755910175,-1.4403634329406814,0.13990914176482974,0.6002128263034545,-3.406692964955671,-0.7077383858044128,11.015873147085543,5.199627882206559
CPRT,48.59000015258789,0.26666666666666666,0.0,10.062888555002743,-0.993239179843216,0.25169020503919604,1.0250136301817159,-3.072014527657463,-22.83627249380997,-15.433587385124403,-13.550616045020991
